inventory_id,snapshot_date,store_id,product_id,opening_stock,units_sold,units_received,closing_stock
INV0004734,2025-10-01,NS001,P0028,142,33,7,116
INV0002346,2025-05-01,NS008,P0047,167,18,76,225
INV0000671,2025-02-01,NS005,P0025,162,157,50,55
INV0000609,2025-02-01,NS003,P0028,114,53,85,146
INV0000748,2025-02-01,NS007,P0040,86,77,55,64
INV0003369,2025-07-01,NS007,P0021,161,75,39,125
INV0004333,2025-09-01,NS004,P0013,57,40,22,39
INV0003463,2025-07-01,NS009,P0039,32,0,29,61
INV0003138,2025-06-01,NS015,P0022,126,30,42,138
INV0005241,2025-10-01,NS015,P0033,143,14,56,185
INV0005013,2025-10-01,NS009,P0021,163,24,36,175
INV0004303,2025-09-01,NS003,P0050,150,92,82,140
INV0004960,2025-10-01,NS007,P0043,36,23,80,93
INV0006255,2025-12-01,NS014,P0008,40,26,36,50
INV0005884,2025-12-01,NS004,P0010,194,101,26,119
INV0002529,2025-05-01,NS013,P0014,99,44,81,136
INV0004911,2025-10-01,NS006,P0021,80,20,17,77
INV0002850,2025-06-01,NS007,P0028,160,5,2,157
INV0005764,2025-11-01,NS015,P0010,105,71,44,78
INV0000626,2025-02-01,NS003,P0023,84,23,35,96
INV0003540,2025-07-01,NS012,P0039,72,31,79,120
INV0004177,2025-08-01,NS015,P0020,143,114,76,105
INV0000419,2025-01-01,NS012,P0027,74,36,43,81
INV0002451,2025-05-01,NS011,P0034,31,25,39,45
INV0000184,2025-01-01,NS006,P0027,79,49,1,31
INV0002818,2025-06-01,NS006,P0033,50,8,34,76
INV0000321,2025-01-01,NS010,P0002,142,80,63,125
INV0005770,2025-11-01,NS015,P0018,113,84,47,76
INV0005024,2025-10-01,NS009,P0038,198,31,,233
INV0001376,2025-03-01,NS010,P0011,197,168,85,114
INV0001311,2025-03-01,NS008,P0023,91,68,22,45
INV0004013,2025-08-01,NS010,P0026,102,38,37,101
INV0003700,2025-08-01,NS001,P0026,48,3,73,118
INV0001381,2025-03-01,NS010,P0005,156,105,4,55
INV0004379,2025-09-01,NS006,P0047,157,77,21,101
INV0003209,2025-07-01,NS002,P0032,33,12,50,71
INV0003569,2025-07-01,NS012,P0042,134,66,82,150
INV0002045,2025-04-01,NS014,P0041,191,56,71,206
INV0002341,2025-05-01,NS007,P0031,81,76,10,15
INV0002889,2025-06-01,NS008,P0031,70,24,69,115
INV0006187,2025-12-01,NS012,P0009,61,29,88,120
INV0001885,2025-04-01,NS009,P0015,184,64,70,190
INV0000257,2025-01-01,NS008,P0045,40,17,93,116
INV0000076,2025-01-01,NS003,P0036,31,19,84,96
INV0002250,2025-05-01,NS005,P0003,105,16,11,100
INV0004039,2025-08-01,NS011,P0019,67,24,65,108
INV0000375,2025-01-01,NS011,P0040,133,26,94,201
INV0001802,2025-04-01,NS007,P0037,39,14,90,115
INV0001008,2025-02-01,NS014,P0007,111,75,,47
INV0004674,2025-09-01,NS014,P0030,111,64,70,117
INV0002314,2025-05-01,NS007,P0036,159,99,28,88
INV0005677,2025-11-01,NS013,P0017,70,57,90,103
INV0000872,2025-02-01,NS010,P0020,67,60,1,8
INV0003117,2025-06-01,NS015,P0017,67,48,32,51
INV0002475,2025-05-01,NS011,P0050,125,116,20,29
INV0002230,2025-05-01,NS004,P0011,138,22,52,168
INV0002130,2025-05-01,NS001,P0025,121,115,83,89
INV0001599,2025-04-01,NS001,P0030,79,50,31,60
INV0001864,2025-04-01,NS009,P0033,47,2,76,121
INV0002678,2025-06-01,NS002,P0003,92,5,30,117
INV0004501,2025-09-01,NS009,P0034,20,11,34,43
INV0002445,2025-05-01,NS010,P0010,108,59,89,138
INV0001526,2025-03-01,NS014,P0043,128,98,14,44
INV0002465,2025-05-01,NS011,P0001,188,27,0,161
INV0003530,2025-07-01,NS011,P0022,92,0,88,180
INV0003606,2025-07-01,NS014,P0024,80,73,87,94
INV0000476,2025-01-01,NS014,P0027,186,25,53,214
INV0004508,2025-09-01,NS009,P0024,173,25,93,241
INV0006062,2025-12-01,NS009,P0044,183,111,88,160
INV0002567,2025-05-01,NS014,P0004,22,17,18,23
INV0000097,2025-01-01,NS003,P0016,161,35,88,214
INV0002251,2025-05-01,NS005,P0047,42,3,,54
INV0001939,2025-04-01,NS011,P0024,135,109,27,53
INV0004000,2025-08-01,NS010,P0049,81,32,55,104
INV0001622,2025-04-01,NS002,P0005,165,110,24,79
INV0003957,2025-08-01,NS009,P0027,90,18,78,150
INV0000567,2025-02-01,NS002,P0047,39,4,78,113
INV0005390,2025-11-01,NS004,P0023,169,22,33,180
INV0005959,2025-12-01,NS006,P0027,171,127,90,134
INV0002685,2025-06-01,NS002,P0008,69,40,34,63
INV0003249,2025-07-01,NS003,P0043,22,14,86,94
INV0004717,2025-09-01,NS015,P0017,52,12,57,97
INV0004468,2025-09-01,NS008,P0018,180,95,,149
INV0000690,2025-02-01,NS005,P0019,82,47,72,107
INV0000808,2025-02-01,NS009,P0040,50,18,50,82
INV0005863,2025-12-01,NS003,P0016,38,22,,62
INV0002063,2025-04-01,NS014,P0003,109,47,96,158
INV0003848,2025-08-01,NS005,P0018,40,6,52,86
INV0005246,2025-10-01,NS015,P0018,117,79,47,85
INV0002373,2025-05-01,NS008,P0019,94,29,22,87
INV0004410,2025-09-01,NS006,P0020,36,25,47,58
INV0002774,2025-06-01,NS005,P0026,182,135,71,118
INV0001943,2025-04-01,NS011,P0045,122,57,74,139
INV0000873,2025-02-01,NS010,P0027,105,66,41,80
INV0004182,2025-08-01,NS015,P0015,113,82,66,97
INV0001049,2025-02-01,NS015,P0028,181,91,62,152
INV0002471,2025-05-01,NS011,P0015,122,96,62,88
INV0006113,2025-12-01,NS010,P0049,66,22,8,52
INV0003403,2025-07-01,NS008,P0043,148,140,18,26
INV0003868,2025-08-01,NS006,P0025,68,56,67,79
INV0000496,2025-01-01,NS015,P0010,189,118,21,92
INV0000835,2025-02-01,NS009,P0006,147,29,79,197
INV0003745,2025-08-01,NS002,P0031,100,9,86,177
INV0004122,2025-08-01,NS013,P0002,39,34,55,60
INV0005934,2025-12-01,NS005,P0016,80,41,86,125
INV0000813,2025-02-01,NS009,P0001,92,5,61,148
INV0001897,2025-04-01,NS010,P0037,121,46,13,88
INV0002929,2025-06-01,NS009,P0036,181,112,31,100
INV0005140,2025-10-01,NS012,P0042,24,14,84,94
INV0002163,2025-05-01,NS002,P0008,173,93,58,138
INV0001782,2025-04-01,NS006,P0026,52,41,62,73
INV0001114,2025-03-01,NS002,P0037,71,7,22,86
INV0000652,2025-02-01,NS004,P0048,129,52,87,164
INV0004375,2025-09-01,NS005,P0032,28,12,65,81
INV0000603,2025-02-01,NS003,P0044,64,14,24,74
INV0001086,2025-03-01,NS002,P0048,70,24,14,60
INV0003445,2025-07-01,NS009,P0045,192,92,66,166
INV0002382,2025-05-01,NS009,P0036,131,78,,56
INV0006125,2025-12-01,NS010,P0043,82,25,7,64
INV0002845,2025-06-01,NS007,P0049,185,24,40,201
INV0006041,2025-12-01,NS008,P0030,174,49,72,197
INV0003734,2025-08-01,NS002,P0040,117,99,18,36
INV0006170,2025-12-01,NS012,P0017,63,48,98,113
INV0002691,2025-06-01,NS002,P0007,66,55,84,95
INV0003347,2025-07-01,NS006,P0024,69,14,1,56
INV0006162,2025-12-01,NS012,P0007,67,5,47,109
INV0002956,2025-06-01,NS010,P0027,104,86,8,26
INV0005195,2025-10-01,NS014,P0044,129,104,91,116
INV0005204,2025-10-01,NS014,P0031,101,31,4,74
INV0003799,2025-08-01,NS004,P0033,66,40,84,110
INV0003503,2025-07-01,NS011,P0007,21,3,3,21
INV0004658,2025-09-01,NS014,P0049,100,8,16,108
INV0000571,2025-02-01,NS002,P0020,165,97,,96
INV0005642,2025-11-01,NS012,P0032,82,42,33,73
INV0001468,2025-03-01,NS012,P0039,74,9,32,97
INV0000380,2025-01-01,NS011,P0014,51,6,2,47
INV0000857,2025-02-01,NS010,P0036,22,2,23,43
INV0001843,2025-04-01,NS008,P0018,134,106,0,28
INV0002699,2025-06-01,NS003,P0041,41,26,48,63
INV0004166,2025-08-01,NS015,P0024,136,128,8,16
INV0001768,2025-04-01,NS006,P0020,46,11,13,48
INV0002374,2025-05-01,NS008,P0035,183,153,73,103
INV0005821,2025-12-01,NS002,P0046,58,28,73,103
INV0001175,2025-03-01,NS004,P0030,151,98,53,106
INV0004685,2025-09-01,NS014,P0037,68,27,61,102
INV0004164,2025-08-01,NS014,P0031,44,11,88,121
INV0001174,2025-03-01,NS004,P0042,80,18,53,115
INV0003132,2025-06-01,NS015,P0049,64,50,71,85
INV0005574,2025-11-01,NS010,P0028,83,26,41,98
INV0004896,2025-10-01,NS005,P0046,148,122,63,89
INV0003345,2025-07-01,NS006,P0042,27,14,24,37
INV0000793,2025-02-01,NS008,P0005,177,5,,173
INV0005847,2025-12-01,NS003,P0022,117,49,70,138
INV0005353,2025-11-01,NS003,P0038,26,12,17,31
INV0005987,2025-12-01,NS007,P0041,22,3,52,71
INV0005129,2025-10-01,NS012,P0043,142,84,36,94
INV0001396,2025-03-01,NS010,P0039,198,117,94,175
INV0002724,2025-06-01,NS003,P0006,183,155,26,54
INV0002094,2025-04-01,NS015,P0022,62,47,70,85
INV0003069,2025-06-01,NS013,P0020,94,36,12,70
INV0005809,2025-12-01,NS001,P0037,106,26,7,87
INV0003609,2025-07-01,NS014,P0032,152,123,,45
INV0001151,2025-03-01,NS003,P0013,89,75,,26
INV0004160,2025-08-01,NS014,P0047,143,7,79,215
INV0000817,2025-02-01,NS009,P0037,48,7,99,140
INV0001578,2025-04-01,NS001,P0012,109,6,6,109
INV0003533,2025-07-01,NS011,P0045,142,54,55,143
INV0001047,2025-02-01,NS015,P0020,82,1,75,156
INV0001207,2025-03-01,NS005,P0048,191,62,97,226
INV0005755,2025-11-01,NS015,P0041,140,76,83,147
INV0003474,2025-07-01,NS010,P0029,129,68,23,84
INV0005888,2025-12-01,NS004,P0006,56,39,42,59
INV0004724,2025-09-01,NS015,P0012,90,24,99,165
INV0001398,2025-03-01,NS010,P0014,31,18,99,112
INV0003664,2025-07-01,NS015,P0040,139,48,19,110
INV0004710,2025-09-01,NS015,P0047,62,9,88,141
INV0000370,2025-01-01,NS011,P0048,140,131,55,64
INV0005495,2025-11-01,NS007,P0045,20,2,80,98
INV0002766,2025-06-01,NS005,P0011,173,20,77,230
INV0002106,2025-05-01,NS001,P0045,91,21,46,116
INV0000595,2025-02-01,NS002,P0044,106,75,52,83
INV0001731,2025-04-01,NS005,P0009,30,7,78,101
INV0001537,2025-03-01,NS014,P0033,73,32,61,102
INV0000953,2025-02-01,NS013,P0003,62,43,88,107
INV0003600,2025-07-01,NS013,P0033,187,54,,210
INV0005948,2025-12-01,NS005,P0030,153,123,0,30
INV0002316,2025-05-01,NS007,P0002,122,111,29,40
INV0003517,2025-07-01,NS011,P0036,91,42,59,108
INV0001257,2025-03-01,NS006,P0030,68,11,57,114
INV0001990,2025-04-01,NS012,P0012,94,78,69,85
INV0004336,2025-09-01,NS004,P0026,140,34,86,192
INV0001979,2025-04-01,NS012,P0050,62,45,97,114
INV0005603,2025-11-01,NS011,P0002,96,28,23,91
INV0003343,2025-07-01,NS006,P0041,67,27,65,105
INV0005184,2025-10-01,NS014,P0036,152,15,24,161
INV0001679,2025-04-01,NS003,P0012,186,47,94,233
INV0003354,2025-07-01,NS006,P0032,69,53,9,25
INV0004735,2025-10-01,NS001,P0050,159,75,,129
INV0000019,2025-01-01,NS001,P0022,56,35,75,96
INV0002808,2025-06-01,NS006,P0049,44,14,76,106
INV0000011,2025-01-01,NS001,P0019,162,129,60,93
INV0003979,2025-08-01,NS009,P0022,127,121,51,57
INV0001798,2025-04-01,NS007,P0004,80,12,63,131
INV0006287,2025-12-01,NS015,P0008,184,134,31,81
INV0002540,2025-05-01,NS013,P0024,124,110,44,58
INV0002227,2025-05-01,NS004,P0009,158,74,51,135
INV0000769,2025-02-01,NS007,P0009,166,45,,174
INV0001157,2025-03-01,NS004,P0028,125,98,76,103
INV0000204,2025-01-01,NS006,P0009,95,49,69,115
INV0002389,2025-05-01,NS009,P0048,48,28,62,82
INV0003597,2025-07-01,NS013,P0001,111,61,43,93
INV0002444,2025-05-01,NS010,P0049,145,50,39,134
INV0003304,2025-07-01,NS005,P0010,138,86,29,81
INV0006083,2025-12-01,NS009,P0026,142,0,80,222
INV0004874,2025-10-01,NS005,P0032,91,49,7,49
INV0002701,2025-06-01,NS003,P0035,186,70,89,205
INV0001482,2025-03-01,NS013,P0015,41,1,65,105
INV0002099,2025-04-01,NS015,P0005,180,26,54,208
INV0003306,2025-07-01,NS005,P0016,106,83,46,69
INV0005170,2025-10-01,NS013,P0032,80,45,46,81
INV0005321,2025-11-01,NS003,P0033,22,1,,55
INV0003167,2025-07-01,NS001,P0025,193,64,93,222
INV0001565,2025-03-01,NS015,P0022,91,28,66,129
INV0001181,2025-03-01,NS004,P0014,55,8,21,68
INV0000695,2025-02-01,NS005,P0035,171,70,,163
INV0003195,2025-07-01,NS002,P0039,20,5,98,113
INV0000161,2025-01-01,NS005,P0005,137,95,43,85
INV0001710,2025-04-01,NS004,P0030,120,17,95,198
INV0004113,2025-08-01,NS013,P0037,24,16,69,77
INV0000025,2025-01-01,NS001,P0041,123,100,33,56
INV0004241,2025-09-01,NS002,P0003,69,52,16,33
INV0000007,2025-01-01,NS001,P0040,125,99,96,122
INV0003654,2025-07-01,NS015,P0010,44,39,86,91
INV0001777,2025-04-01,NS006,P0049,98,16,31,113
INV0003225,2025-07-01,NS003,P0040,77,43,56,90
INV0005250,2025-10-01,NS015,P0020,92,39,28,81
INV0005437,2025-11-01,NS006,P0012,101,44,88,145
INV0002634,2025-06-01,NS001,P0044,81,66,37,52
INV0000814,2025-02-01,NS009,P0024,170,29,30,171
INV0005974,2025-12-01,NS006,P0009,30,12,2,20
INV0001722,2025-04-01,NS005,P0010,151,91,52,112
INV0001602,2025-04-01,NS001,P0041,21,3,66,84
INV0001309,2025-03-01,NS008,P0001,188,71,15,132
INV0003766,2025-08-01,NS003,P0021,35,6,39,68
INV0002178,2025-05-01,NS003,P0050,185,54,48,179
INV0002170,2025-05-01,NS002,P0039,126,75,58,109
INV0005808,2025-12-01,NS001,P0019,34,3,,64
INV0003852,2025-08-01,NS006,P0024,85,65,24,44
INV0005242,2025-10-01,NS015,P0003,165,114,57,108
INV0003044,2025-06-01,NS012,P0044,156,119,6,43
INV0000323,2025-01-01,NS010,P0004,115,75,34,74
INV0000980,2025-02-01,NS013,P0048,103,92,2,13
INV0002500,2025-05-01,NS012,P0005,149,135,96,110
INV0004292,2025-09-01,NS003,P0032,99,14,11,96
INV0001527,2025-03-01,NS014,P0035,188,97,,139
INV0000745,2025-02-01,NS007,P0042,180,14,55,221
INV0004101,2025-08-01,NS013,P0030,127,42,7,92
INV0004373,2025-09-01,NS005,P0026,90,70,27,47
INV0000331,2025-01-01,NS010,P0049,77,42,91,126
INV0004645,2025-09-01,NS013,P0007,104,2,19,121
INV0003610,2025-07-01,NS014,P0021,145,106,41,80
INV0005016,2025-10-01,NS009,P0030,170,87,90,173
INV0000287,2025-01-01,NS009,P0020,192,1,60,251
INV0005202,2025-10-01,NS014,P0007,83,63,74,94
INV0000549,2025-02-01,NS001,P0043,153,6,63,210
INV0002211,2025-05-01,NS004,P0035,178,61,57,174
INV0001996,2025-04-01,NS013,P0025,172,19,13,166
INV0005875,2025-12-01,NS003,P0007,22,12,88,98
INV0002034,2025-04-01,NS014,P0006,170,112,71,129
INV0002975,2025-06-01,NS010,P0050,160,142,59,77
INV0003703,2025-08-01,NS001,P0038,187,66,56,177
INV0002208,2025-05-01,NS004,P0050,165,46,96,215
INV0006269,2025-12-01,NS015,P0027,94,76,30,48
INV0006161,2025-12-01,NS012,P0042,137,10,48,175
INV0005212,2025-10-01,NS014,P0020,175,128,25,72
INV0000827,2025-02-01,NS009,P0022,59,3,98,154
INV0001090,2025-03-01,NS002,P0022,195,14,98,279
INV0001279,2025-03-01,NS007,P0002,145,130,46,61
INV0003513,2025-07-01,NS011,P0027,128,51,35,112
INV0001851,2025-04-01,NS008,P0013,114,83,68,99
INV0001905,2025-04-01,NS010,P0042,91,53,27,65
INV0005480,2025-11-01,NS007,P0019,51,22,1,30
INV0000397,2025-01-01,NS012,P0020,48,7,69,110
INV0000213,2025-01-01,NS007,P0042,23,6,26,43
INV0000628,2025-02-01,NS003,P0022,123,16,94,201
INV0004936,2025-10-01,NS007,P0018,124,50,50,124
INV0001346,2025-03-01,NS009,P0028,196,51,92,237
INV0004836,2025-10-01,NS004,P0043,62,36,45,71
INV0004578,2025-09-01,NS011,P0042,163,10,92,245
INV0004327,2025-09-01,NS004,P0031,161,12,60,209
INV0000350,2025-01-01,NS010,P0041,44,15,59,88
INV0005105,2025-10-01,NS011,P0025,62,28,69,103
INV0001171,2025-03-01,NS004,P0002,88,16,71,143
INV0004513,2025-09-01,NS009,P0032,45,37,63,71
INV0004204,2025-09-01,NS001,P0018,142,51,1,92
INV0001064,2025-03-01,NS001,P0027,153,22,87,218
INV0000303,2025-01-01,NS009,P0021,150,123,32,59
INV0005570,2025-11-01,NS010,P0037,76,46,27,57
INV0002933,2025-06-01,NS009,P0029,189,182,97,104
INV0002690,2025-06-01,NS002,P0049,103,47,14,70
INV0000199,2025-01-01,NS006,P0014,35,13,80,102
INV0004452,2025-09-01,NS008,P0040,180,23,84,241
INV0002891,2025-06-01,NS008,P0005,32,9,63,86
INV0003235,2025-07-01,NS003,P0025,71,63,15,23
INV0005026,2025-10-01,NS009,P0041,116,15,20,121
INV0005816,2025-12-01,NS002,P0002,61,4,29,86
INV0004103,2025-08-01,NS013,P0039,50,43,32,39
INV0003589,2025-07-01,NS013,P0006,181,164,81,98
INV0003013,2025-06-01,NS012,P0006,179,55,93,217
INV0005015,2025-10-01,NS009,P0003,39,0,52,91
INV0006220,2025-12-01,NS013,P0040,75,27,57,105
INV0002176,2025-05-01,NS003,P0032,103,93,55,65
INV0003098,2025-06-01,NS014,P0015,70,40,39,69
INV0005758,2025-11-01,NS015,P0034,57,48,11,20
INV0003411,2025-07-01,NS008,P0023,119,69,1,51
INV0000594,2025-02-01,NS002,P0031,127,31,3,99
INV0001764,2025-04-01,NS006,P0032,99,22,43,120
INV0001365,2025-03-01,NS009,P0009,29,15,54,68
INV0001217,2025-03-01,NS005,P0012,156,12,95,239
INV0005684,2025-11-01,NS013,P0030,187,77,94,204
INV0003563,2025-07-01,NS012,P0030,122,94,33,61
INV0004321,2025-09-01,NS004,P0018,74,49,37,62
INV0001487,2025-03-01,NS013,P0017,163,30,29,162
INV0004353,2025-09-01,NS005,P0007,70,9,60,121
INV0000115,2025-01-01,NS004,P0020,62,41,79,100
INV0004608,2025-09-01,NS012,P0043,146,121,41,66
INV0000672,2025-02-01,NS005,P0017,37,8,82,111
INV0003112,2025-06-01,NS014,P0017,85,50,8,43
INV0001457,2025-03-01,NS012,P0021,147,98,61,110
INV0000781,2025-02-01,NS008,P0021,198,24,11,185
INV0003870,2025-08-01,NS006,P0030,20,8,3,15
INV0001968,2025-04-01,NS012,P0046,54,4,78,128
INV0000140,2025-01-01,NS004,P0025,37,10,12,39
INV0000032,2025-01-01,NS001,P0015,26,5,29,50
INV0001308,2025-03-01,NS008,P0005,66,52,38,52
INV0003718,2025-08-01,NS002,P0027,61,17,17,61
INV0005990,2025-12-01,NS007,P0008,185,110,12,87
INV0001929,2025-04-01,NS011,P0003,150,20,84,214
INV0002350,2025-05-01,NS008,P0017,167,119,57,105
INV0003583,2025-07-01,NS013,P0017,26,19,49,56
INV0001051,2025-03-01,NS001,P0023,151,16,39,174
INV0002743,2025-06-01,NS004,P0039,72,11,85,146
INV0002002,2025-04-01,NS013,P0031,66,8,63,121
INV0004415,2025-09-01,NS007,P0032,20,8,78,90
INV0002262,2025-05-01,NS005,P0036,156,66,43,133
INV0002353,2025-05-01,NS008,P0049,190,66,60,184
INV0001805,2025-04-01,NS007,P0013,166,11,28,183
INV0003550,2025-07-01,NS012,P0024,149,27,,155
INV0005800,2025-12-01,NS001,P0026,199,32,7,174
INV0002715,2025-06-01,NS003,P0038,78,2,29,105
INV0005652,2025-11-01,NS012,P0027,162,127,51,86
INV0000465,2025-01-01,NS014,P0005,56,40,26,42
INV0002081,2025-04-01,NS015,P0024,38,6,73,105
INV0000869,2025-02-01,NS010,P0049,55,26,75,104
INV0000043,2025-01-01,NS002,P0019,20,3,57,74
INV0001447,2025-03-01,NS012,P0013,42,6,38,74
INV0003285,2025-07-01,NS004,P0008,27,11,77,93
INV0004249,2025-09-01,NS002,P0023,173,99,19,93
INV0000150,2025-01-01,NS005,P0017,98,4,25,119
INV0001825,2025-04-01,NS008,P0008,42,3,78,117
INV0002032,2025-04-01,NS014,P0037,155,53,47,149
INV0000268,2025-01-01,NS008,P0014,115,51,75,139
INV0005201,2025-10-01,NS014,P0009,109,29,93,173
INV0003736,2025-08-01,NS002,P0030,134,52,2,84
INV0003129,2025-06-01,NS015,P0034,102,25,18,95
INV0005006,2025-10-01,NS009,P0024,93,38,5,60
INV0002899,2025-06-01,NS008,P0038,101,95,57,63
INV0005997,2025-12-01,NS007,P0012,118,19,48,147
INV0000146,2025-01-01,NS005,P0031,91,33,15,73
INV0004592,2025-09-01,NS012,P0048,33,0,87,120
INV0003814,2025-08-01,NS004,P0040,73,65,30,38
INV0001406,2025-03-01,NS011,P0025,40,18,78,100
INV0001961,2025-04-01,NS012,P0017,20,2,81,99
INV0001683,2025-04-01,NS004,P0018,99,42,36,93
INV0004639,2025-09-01,NS013,P0050,84,5,95,174
INV0003055,2025-06-01,NS013,P0034,121,65,5,61
INV0000855,2025-02-01,NS010,P0032,124,62,83,145
INV0003894,2025-08-01,NS007,P0016,62,11,51,102
INV0004388,2025-09-01,NS006,P0009,110,82,39,67
INV0005310,2025-11-01,NS002,P0012,148,132,90,106
INV0004588,2025-09-01,NS012,P0008,158,87,36,107
INV0000154,2025-01-01,NS005,P0035,137,1,76,212
INV0000531,2025-02-01,NS001,P0040,164,35,76,205
INV0002138,2025-05-01,NS002,P0044,70,0,23,93
INV0001668,2025-04-01,NS003,P0014,72,33,51,90
INV0000631,2025-02-01,NS004,P0037,188,71,2,119
INV0001432,2025-03-01,NS011,P0049,79,69,39,49
INV0001239,2025-03-01,NS006,P0029,21,4,62,79
INV0001116,2025-03-01,NS002,P0013,119,110,95,104
INV0004393,2025-09-01,NS006,P0028,172,160,32,44
INV0004110,2025-08-01,NS013,P0036,62,14,2,50
INV0000905,2025-02-01,NS011,P0035,81,4,43,120
INV0004934,2025-10-01,NS006,P0028,122,47,34,109
INV0004540,2025-09-01,NS010,P0009,183,88,3,98
INV0001062,2025-03-01,NS001,P0031,162,143,74,93
INV0003250,2025-07-01,NS003,P0017,85,23,9,71
INV0002332,2025-05-01,NS007,P0021,30,21,29,38
INV0001034,2025-02-01,NS015,P0018,143,18,92,217
INV0002872,2025-06-01,NS008,P0004,168,128,35,75
INV0004289,2025-09-01,NS003,P0011,114,14,89,189
INV0001222,2025-03-01,NS005,P0002,180,17,57,220
INV0003518,2025-07-01,NS011,P0038,33,1,19,51
INV0001228,2025-03-01,NS006,P0004,134,111,31,54
INV0002297,2025-05-01,NS006,P0031,167,42,94,219
INV0002267,2025-05-01,NS005,P0033,87,63,93,117
INV0005400,2025-11-01,NS005,P0039,38,18,82,102
INV0004309,2025-09-01,NS004,P0045,61,24,79,116
INV0005887,2025-12-01,NS004,P0005,167,39,9,137
INV0001563,2025-03-01,NS015,P0007,59,21,27,65
INV0004916,2025-10-01,NS006,P0012,46,18,83,111
INV0005178,2025-10-01,NS013,P0022,141,118,65,88
INV0005799,2025-12-01,NS001,P0050,68,26,,65
INV0003594,2025-07-01,NS013,P0032,82,25,5,62
INV0003854,2025-08-01,NS006,P0007,167,47,88,208
INV0000795,2025-02-01,NS008,P0004,81,17,16,80
INV0002584,2025-05-01,NS014,P0025,149,88,2,63
INV0003085,2025-06-01,NS014,P0003,161,48,59,172
INV0006084,2025-12-01,NS009,P0020,155,114,33,74
INV0001012,2025-02-01,NS014,P0041,176,169,,69
INV0000511,2025-01-01,NS015,P0038,82,48,,84
INV0000373,2025-01-01,NS011,P0033,26,9,44,61
INV0000973,2025-02-01,NS013,P0025,198,122,53,129
INV0005882,2025-12-01,NS004,P0044,67,55,88,100
INV0000029,2025-01-01,NS001,P0035,117,53,13,77
INV0001903,2025-04-01,NS010,P0026,82,37,71,116
INV0002562,2025-05-01,NS014,P0034,187,55,9,141
INV0003520,2025-07-01,NS011,P0015,169,93,84,160
INV0005976,2025-12-01,NS006,P0049,59,5,46,100
INV0005846,2025-12-01,NS003,P0010,76,17,34,93
INV0000713,2025-02-01,NS006,P0013,111,78,82,115
INV0002714,2025-06-01,NS003,P0050,123,10,70,183
INV0001504,2025-03-01,NS013,P0045,39,8,41,72
INV0002284,2025-05-01,NS006,P0027,176,101,81,156
INV0000186,2025-01-01,NS006,P0012,63,12,27,78
INV0004716,2025-09-01,NS015,P0019,80,25,34,89
INV0001853,2025-04-01,NS008,P0023,89,42,76,123
INV0004383,2025-09-01,NS006,P0008,139,94,27,72
INV0001927,2025-04-01,NS011,P0035,125,35,10,100
INV0002922,2025-06-01,NS009,P0034,40,20,74,94
INV0001092,2025-03-01,NS002,P0043,35,16,25,44
INV0004080,2025-08-01,NS012,P0011,76,26,,86
INV0002600,2025-05-01,NS015,P0038,113,81,23,55
INV0003316,2025-07-01,NS005,P0039,81,40,34,75
INV0000665,2025-02-01,NS004,P0047,45,17,88,116
INV0003696,2025-08-01,NS001,P0011,92,63,10,39
INV0005818,2025-12-01,NS002,P0009,90,0,10,100
INV0001654,2025-04-01,NS003,P0042,95,8,2,89
INV0004694,2025-09-01,NS015,P0009,125,33,42,134
INV0005577,2025-11-01,NS010,P0034,68,54,50,64
INV0005038,2025-10-01,NS009,P0006,27,4,74,97
INV0003091,2025-06-01,NS014,P0034,160,46,10,124
INV0006021,2025-12-01,NS008,P0049,62,31,,94
INV0001079,2025-03-01,NS001,P0012,166,93,64,137
INV0003801,2025-08-01,NS004,P0008,64,27,88,125
INV0003650,2025-07-01,NS015,P0032,132,32,30,130
INV0000118,2025-01-01,NS004,P0006,185,84,10,111
INV0002199,2025-05-01,NS003,P0035,151,121,45,75
INV0000651,2025-02-01,NS004,P0004,98,88,,70
INV0001500,2025-03-01,NS013,P0047,138,70,77,145
